===== Starting battle of <WallE2.0> vs <NestDarwin> with memory tape size: 13 =====

[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-33 | -89< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-34 | -89< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-35 | -88< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-36 | -88< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-37 | -88< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-38 | -87< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-39 | -87< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-40 | -87< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-41 | -86< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-42 | -86< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-43 | -86< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-44 | -85< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-45 | -85< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-46 | -85< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-47 | -84< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | -47 | -84< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | -47 | -84< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | -47 | -83< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | -47 | -83< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | -47 | -83< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | -47 | -82< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | -47 | -82< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | -47 | -82< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | -47 | -81< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | -47 | -81< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | -47 | -81< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | -47 | -80< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | -47 | -80< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | -47 | -80< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | -47 | -79< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | -47 | -79< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >16 | -47 | -79< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >17 | -47 | -78< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >18 | -47 | -78< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >19 | -47 | -78< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >20 | -47 | -77< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >21 | -47 | -77< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >22 | -47 | -77< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >23 | -47 | -76< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >24 | -47 | -76< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >25 | -47 | -76< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >26 | -47 | -75< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >27 | -47 | -75< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >28 | -47 | -75< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >29 | -47 | -74< | -7 | -7 | 123 ]
